,Clean_Text
3504,child day going home late night notice uncovered man hole fell it minutes
3505,day child grandmother shut room
3506,day left girlfriend
3507,day countryside friends began eat figs noticed figs worms
3508,got fingers stuck holes door tube
3509,ran dog bicycle carrying tied handle bar
3510,prize cross country race
3511,found involved fight person died intervene risk
3512,argument friends opinions way spend spare time disapproved
3513,forced leave unforgettable friend
3514,saw gare prison gare building deplorable condition rubbish
3515,mishap suffered misinterpreting girls proposition
3516,thought avoided situation (the fear) concentrated work hate
3517,passed exam doudts about
3518,tooth pulled out upset ill
3519,Real Madrid football team lost inter UEFA cup
3520,dog died reared nearly years ill days eaten anything morning found dead
3521,trip Santander child sitting fell ill started vomit seeing feel bad
3522,fell bus braked suddenly everybody started looking me
3523,finished test type exam dare answer question doubted pass exam not
3524,home long time meeting beloved people close friends
3525,heard treatment friend jail inhuman realised things happen Netherlands
3526,remember situation felt ashamed eating people little boy took care of warned knock glass mild took chair knocked glass
3527,mother took side brought quarrels father knew like felt sorry that
3528,holiday Greece called best friend told passed examinations admitted study speech therapy
3529,little brother biked lonely road Polder annoyed boy motorbike: took over stopped took over etc saw hand turned came man accompanied us
3530,lived 3 persons loft house occurred persons climbed stairs noise studying concentrate got angry
3531,partly colored hair black mother like reproached \subversive element\ Later stated friends it resulted colouring hair
3532,shopping Utrecht friends ate chips snacks snackbar saw shabby fellow took cold half eaten croquette (a snack) rubbish bin eat it
3533,subscribed test informed secretary test took place went thought course went felt ashamed secretary me
3534,friend place very busy wanted bumped person dropped glass beer offered new accept it
3535,appeared gave correct answers questions examination personality thought performed badly now know managed it
3536,father angry me locked shower father knocked fist door scared death
3537,sister borrowed LP records party left car curatao heat crooked play again
3538,grandmother died life heavy hours terrible
3539,watched TV saw performance \Prince\ (a popidol) Disgusting hed better stallion
3540,arranged beach party 20 people father got drunk felt ashamed
3541,flew mother rude remarks felt tense (studied hard examination)
3542,Unofficially informed results final examination secondary school teacher wrote me went outside started crying joy
3543,thinking death eternal it unknown sense here Often laying bed dark quiet fear makes feel dizzy
3544,force eat like example parents twaddle whine eat food
3545,leave Den Helder friends acquaintences spend weeks friends
3546,view meatfactory Pigs cut open pigs suspended nods blood everywhere decompsition
3547,suffered terrible fit eating frequently occurs eat everything act like glutton eat big amounts food half loaf
3548,father (physically handicapped) asks raise objections fix moments
3549,parents girlfriend gave permission spend holiday together
3550,relationship girlfriend broke realized late
3551,took care key sportshall stayed away letting know time happened
3552,relation broke up
3553,working chemical laundry saw rats maggots washing
3554,forgot birthday best friend innocently came visit week later
3555,love girl love know loves me
3556,passed driving test (on second try)
3557,walking wood night boyfriend romantic Suddenly heard car driving slowly lights out looked looking something
3558,teacher arts crafts (boys 1516 years) obligatory dislike it tease me cut material flared up
3559,sister coma 3 months (due train accident) brainfunctions disturbed able walk hardly talk
3560,lived boyfriend night stayed away day told chat girl
3561,talk much things secret promised friend tell anybody Neverthless did got informed it felt ashamed
3562,parents appreciate boyfriend coming dinner Christmas decided visit parents mother disappointed
3563,started relation girl fallen love time ago
3564,sitting cinema anxious (watching \cold\ film) know reason
3565,work journal layout came nothing thoughtlessness colleagues
3566,mother stuck apoplectic fit hemiparalyzed suffered aphasia
3567,time confronted reports repression torture
3568,wrote letter father ventilate bottled feelings thought negative
3569,chatted girl love fallen love me felt responsible sorrow
3570,felt happy heard passed examination second year course
3571,holiday France walk woods relaxed motorbike took saw man watching time Suddenly man stood behing ran away fast
3572,invited friends together girls kept talking boys chatting etc bacame sick it
3573,felt sad boyfriend wanted break relationship relationship lasted years shared finished
3574,broke egg wrong little cup thick white \wad\ it tried throw sink
3575,10 years old stained bench fountainpen tried twin cushions colour nuances mother catched me saw angry
3576,spend night boyfriend friend his lay floor sleep boyfriend fallen asleep boy started petting 15 minutes felt miserable awoke boyfriend tell that
3577,liked aunt (from Zaire) airport appeared impossible school long time sure accompany her days departure told allowed miss school
3578,went ballet lessons little friend dark quiet place boy approached asked time lesson finished gave avoiding answer took wanted run away me
3579,sleeping nicely middle night awake friend called (in opinion) nonsens reason
3580,boyfriend longlasting relationship fell love girl asked implied loved girl loved me
3581,school fancy fair stand amnesty international read (for time) description tortures woman her
3582,friend catched masturbating fully sure saw not
3583,45 years old mother gave parts chocolate bar ordered bring father working outside way resist temptation ate myself
3584,undergo final examination secondary school lived girlfriend afraid fail appeard passed
3585,left home father false pretences got car drove home alone seethed rage withrew authority hit me kicked threatened me
3586,father took away cherised diaries burn (I sad) \Oh hated him\
3587,felt sad left home stand longer regret it missed little sister (and missed me) feelings wear time
3588,friend girlfriend went Rome 10 days class home heard people tell \strange\ stories friend girlfriend
3589,mother found leaf diary written mothers lack education especially poor arithmetical insight
3590,care little sister oversee duties time went fine absolutely want obey hit (we frequently hit father)
3591,Passing drivers examination (after failures)
3592,years old holiday France heavy weather then
3593,quarrel mother thought said unreasonable things me hit strongly
3594,disease subsequent death close acquaintance Sadness accompanied feelings powerlessness (I experienced sadness situation described guilt)
3595,look slaughterhouse listening stories torturing people animals
3596,Making bloopers: eg telling negative certain person person standing hears everything
3597,wanted finish relationship 3 months Unfortunately friend different opinion answer feelings unhappy feel guilty
3598,friend period thinking pregnant
3599,Fear come live Nijmegen
3600,coach team degraded second team
3601,friend died
3602,saw documentary film World War II (about Hitler adepts)
3603,embarrassed friend asking aloud certain person \the source gossip\ told about person present
3604,realised rejected boy fallen love me bluntly times
3605,Spending nitht close friends away (out Nijmegen) while
3606,started study move afraid left manage it
3607,anybody wants feel guilty example: mother things hoped threatens: Ill myself
3608,close friend took leave me went Israel year
3609,wanted bed felt dead bird laying bed
3610,stayed home period felt depressive neglected study people adked me told freeterm studied hard felt ashamed behavior lies
3611,quarrel mother matters \inflated\ enormously
3612,fellow player unexpectedly scores goal means draw
3613,college started discussion teacher referring question posed felt unsure afraid fail
3614,playing indoorhockey older man frequently intentionally plays ball field opinion childish play fun only
3615,family night days father died conversation expressed displeasure understands me
3616,Salo movie film Pasolini People misused tortured fun elder Italian authorities World War II
3617,jerking bedroom suddenly mother came in looked immediately left room
3618,girlfriend agreed cinema completely forgot appointment remembered hours late went visit her
3619,boyfriend told loved period felt depressive
3620,walking street late night (230 am) quiet man approached said \Hello\
3621,When late night discovered stolen bike
3622,friend free drugs half year started againá
3623,disco dirty little chap punched bottom
3624,friend comes visiting unexpectedly asks coffee refuse this
3625,Watching football game remindes time father alive watched football games TV together
3626,Seeing bleeding nose
3627,Asking money lend needed myself
3628,tell no words refuse helped him
3629,got good grade exam statistics
3630,night oclock followed cardriver tried molest me
3631,father promised bicycle birthday birthday forgot promised me
3632,younger brother good friend died (asthma)
3633,read book torture book described exactly torturing done
3634,joke rat boy compared rat sausage told boy delicious sausage
3635,courtship months end it boy sad this
3636,pleasant conversation friends
3637,dream fiancTe leaving making end relation
3638,bicycle demolished
3639,funeral grandmother saw mother family members crying
3640,fellow student nice later proved slimy fellow professor
3641,father angry man presence friends
3642,drank alcohol ill presence friends
3643,week phoned old friend lost contact years ago
3644,raped friend
3645,year friend visiting days thing sleeping drinking taking pills thinking himself
3646,girlfriend practice leaves night weekend addition busy things often
3647,father suddenly fell ill stayed 3 months hospital: month intensive care Academic Hospital died
3648,Bisshop Ter Schure intoduced TV Dutch Nation spoke God himself discuss way achieved position
3649,failed driving test
3650,mother forces little brother (15 years) work hard school agree constantly puts work tell her changes
3651,thought angry but hindsight appear case liked me
3652,Once late night biking home overtook man said \Hello darling\ terrified imagined wildest scenes
3653,parents thought best pass final examination (secondary school) achieved good grade said nothing bad grade angry
3654,caused pain sorrow boyfriend finishing relationship
3655,read think environmental pollution armor race starvation etc realizes mankind bad important power money cost nature mankind
3656,imitated teacher  walking silly
3657,told relationship boy finished 3 months before person seriously discussed things relating issue felt miserable told lies
3658,meeting conversation woman (somewhat elder me) considers child (she child own) years lived (no relationship)
3659,child suffered nightmares than anxious fearful
3660,talking sister ventilates prejudices father adheres
3661,hopeless situation dirty place study work loneliness
3662,difficult relate certain event familiar disgust Sartre (la nausTe) frequently occurring cause described \the selfassured dullness\
3663,Recently left bag car picked hitchhiking spent effort find lived (I succeeded)
3664,Biarritz (the South France) met English students who especially me went Paris gave food money
3665,passed driving test try felt uncertain day came near
3666,father suffered dizziness hospitalized physician know wrong stools black thought cancer
3667,arranged holiday Paris girlfriend raised criticisms time
3668,suddenly appeared dog dangerously ill probably die expected healthy Fortunately survived we turn gave medicines night
3669,girl class (on secondary school) appeased teacher resulting getting higher grade occurred her
3670,arrived late meeting mentor (the night introduction novices University start)
3671,father told help mother often busy realized right
3672,Passing examination felt sure failed
3673,lived studenthouse shared lavatory shower fellow student shower cubicle formed connection appartments neighbour drunk aggressive night afraid enter room
3674,suffer disease muscles Therefore able attend lectures half day So miss obligatory lectures However teachers account disease punish detention work resulting overload
3675,suffer form disease muscles However talk feelings consequence parents try repress it
3676,Grandfather lives home elderly looks forward visits birthday (by coincidence \Mummys day\) however went him family important grandfather 
3677,Going dinner icecream spoons
3678,borrowed piece music forgot back person wrote letter asking back told idle story kept long
3679,armed robbers broke house night
3680,pickpocket robbed money (K20) buying bathing soap
3681,failed grade seven examination
3682,friend drunk insulted public reason all
3683,tried steal book bookshop caught
3684,caught mans wife taken opportuinty man abroad returned night
3685,day learnt admitted university
3686,gone boxing tournament ended 2 oclock morning way back hear barking dogs nocturnal animals sound footsteps rumour circulating ghosts area
3687,1983 sadist provoked sister presence tried force sister accompanying place sister agree kicked fell down fight
3688,father passed away 1978 left mother sick live aunt short tempered till mother discharged hospital
3689,learnt best friend failed exams
3690,broke friends badminton racket kept quiet it
3691,\Boy admitted medicine school uncle coming fron Canada week\ father told happy moment
3692,form boarding school friends gone drinknig beer nearby village caught red handed form master
3693,mother quarrelled aunt me
3694,elder brother expelled college frustated attempted suicide  drank bottle fragments sad learnt this
3695,found accidentaly uncle away Canada aunt bedding young man regular basis
3696,school holiday  found necking girl room father
3697,grade seven class planning protest rude immoral teacher sneaked told headmaster plan foiled
3698,prize science fair kind school form II then
3699,close relative died car accident people corpse it going afraid time seeing corpse
3700,younger brother destroyed gave away books intended long possible
3701,close relative passed away time close died
3702,person thought honest took spend little money way getting money following months
3703,watching religious film got excited number comments reproached elderly person respected me
3704,beat female friend heard defamatory stories telling later called explain behaviour
3705,21st birthday celebration cut cake received presents
3706,final exams year  natural sciences
3707,seniors tried scold insult juniors account juniors supposed said secondary school
3708,uncle mine close me passed away stroke daughter named
3709,sisters boyfriend accused sleeping around
3710,hold bladder making telephone ended wetting myself
3711,feel responsible emotional state friend in
3712,fiancT left best friend
3713,People discriminate people disgust me
3714,New Years eve drank alcohol vomit presence people
3715,cut loose father years ago know sad this
3716,recurrent lovesickness
3717,sexually assaulted night stranger
3718,Meddlesomeness mother way live thinks free behavior instance boyfriend stays night
3719,dying close member family
3720,Seeing maltreated dead animals
3721,older man took advantage childhood (four years age)
3722,friend needed help I moment end relationship
3723,passed important exam
3724,man rang doorbell wanted enter house violence home moment
3725,friend came visit late night promised stay quarter hour stayed 5 hours  leave angry
3726,terminate training suited it sad this wanted finish training
3727,birthday party friend drank alcohol throw up Worst leave friend molesting her
3728,tried swindle jeweller watch broken wanted repaired pity detected it
3729,lot efforts work help finished sooner mood help him
3730,went visit friends companionable
3731,wanted contact girl loved afraid refuse me
3732,military service superior reproached unjustly led friction lot situations
3733,Disappointed love girl end relationship thought love me
3734,military service heard story tried commit suicide result got week custody
3735,thought clumsy love time girl
3736,friend bicycleaccident pulled handlebar
3737,Sitting quiet room concentrating things happening pleases me
3738,Sitting quiet room concetrating things happening you Thoughts come mind afraid
3739,teacher tells story true reflects way interpreting reality
3740,high expectations future pursue subject manner attain this
3741,heard broadcasting programme parapsychology people programme difficult words understand acted exaggerated showing feeling
3742,girl asked dance told ashamed dance felt ashamed tell this
3743,saved money good purpose organise party afraid rest little money good purpose feel guilty this
3744,sister brother law returned Sri Lanka adopted child went pick airport
3745,football game offence acquaintance Later acquaintance tackeled game rude
3746,work petrol station foreigner wants petrol collegues treat impolite
3747,uncle retired worked hard life got cerebral hemorrhage
3748,student lives house live alcoholic tries manipulate people money drunk much
3749,went disco friend started behaving badly embarrassing reason
3750,talked student notes got semester knowing got lot bad grades
3751,got drivers licence
3752,stayed house Great Brittain lot rumour newspaper murderer free
3753,stories way grandmother treated mother
3754,mother proved suffer disease
3755,stories aunt beaten humiliated uncle
3756,omitted favor friend need help
3757,little accident bosscar
3758,year carnival joyful intense feeling happiness then
3759,event remember nightmare young (3 years old) dreamt machine going crush me
3760,usually angry myself happens often instace want pet falling love soon proves fallen love him
3761,Losing boyfriend second time friend fell love her thing happened months earlier boyfriend
3762,person disgust Evrey time terrible feeling disgust appearance
3763,angry good reason Later proves wrong
3764,mother evokes feelings guilt me instance miss bus know concerned stay awake till arrive
3765,came contact girl liked much important liked me
3766,REMEMBER
3767,hard day university dinner evening failed frying pan broke
3768,father cerebral hemorrhage
3769,story heard recently baby dying sexual abuse
3770,party overheard conversation china wanted opinion people came Chinese opinion right course
3771,bring girlfriend home night Later told cardriver solicited her
3772,old schoolfriend phoned arrange appointment talk old memories seen 8 years
3773,Standing crowed shop closed room people it gives fearful experience
3774,older brother gives unwanted advices problems relationship girlfriend
3775,girlfriend left house lived months ago sad
3776,parents behave \witty\ me insipid jokes laugh mother treats like little child
3777,Making unexpected talk professor canteen shy
3778,Flirting girls good relationship problems relationship flirting increases feeling guilt
3779,Occurs frequently recent experience: going friends nice music examinations felt happy embraced everybody
3780,lived repulsive area city Rotterdam annoyed heard lot Burglary assaults Especially evening night frequently felt anxious
3781,treated unfairly hurt love
3782,finished relation years leading sorrow (\although best solution\)
3783,time meet certain person together dislike other
3784,coming trial shop lifting
3785,catched stealing
3786,fell head ears love appeared love me happy hardly sleep eat week
3787,night bike home party found pursued man car
3788,quarrel father opinion decided authoritarian way TV program watch angry started throwing things room
3789,boyfriend finished relationship started studying psychology Nijegen able meet frequently anymore
3790,friend quarrel mother boyfriend friend decided live together needed money removal great effort reconcile
3791,catched when little girl played tricks startled wet pants
3792,opinion 1200 pm early home going out stayed away longer knowing mother worried
3793,called invited talk job wanted have
3794,late night (around midnight) person asked lift suddenly tried attack escape followed little while
3795,lot irritation person lives house live Suddenly accused things
3796,end relationship (after 4 years) hurt person much
3797,saw terrible accident driver motor thrown frontwindow car face completely away
3798,troubled hair growing neck troubled long time ashamed brought his/her hands close face
3799,approval parents went days boyfriend Germany
3800,friend came unexpected visit
3801,thought house fire night
3802,official meeting asked question person response directed chairman
3803,mother good friend died
3804,teacher blunt relation child child upset arriving home
3805,angry someone
3806,time appointment someone
3807,saw family good friends staying year foreign country
3808,good friend behaved cool manner long time
3809,library medical psychology walked wrong direction man came room threated denigrating angry resisting manner
3810,good friend died funeral felt intense feeling sadness
3811,uncle ill started cough wich sounded dirty (He cant help course)
3812,Christmas night good movie television wanted years whining till told childish felt shame
3813,good friend moment foreign country write months feel guilty
3814,friend money good sense favorite dancing
3815,going threatened regularly punkgirls
3816,friend started shout me called old frump
3817,relationship boyfriend finished succeed yearscourse
3818,father disgust comes close feeling disgust overwhelms me stay weekend parents place remember long time
3819,party love boy public Later heard talking called slut
3820,got associated boy year ago neglected best friend relation boy finished behaved easygoing me felt guilty then
3821,winning goal important football game
3822,terrible cloudburst started camping tent great bald field
3823,Seeing time pictures called \treatment\ Jewish people NaziGermany World War II
3824,death motherinlaw long sickbed moment dying her
3825,looking oneman television told disgusting things started disgusted it (Later proved intention)
3826,drinking glass wine eating suddenly appeared pictures famine parts Africa
3827,parents Sunday phone tell study truth listened sports radio
3828,appeared pregnant weeks overtime
3829,situation sadness afraid parents distroy relationship
3830,parents distroyed relationship
3831,feeling parents distroyed relationship boy thought bad irresponsible
3832,accident described SHAME came saw terrible looked like disgusted saw
3833,sudden end relationship girlfriend
3834,heard conversation talked low women
3835,important situation me father behaved inadequately
3836,took car saying him
3837,felt joy heard accepted Free University Driebergen
3838,good friend told evening want live anymore
3839,felt anger end telephone call good friend told travel year good friend talk out
3840,sad leave persons intense relationship leave environment this
3841,felt disgust watching picture television torturing political prisoners India (this happened India Indira Ghandi)
3842,insulting remark person care much event caused person like person insulted
3843,felt guilt mother went live rooms Nijmegen study
3844,boyfriend went dinner subsequently went family nice evening
3845,walk streets late night friends attacked night reason it
3846,got feeling housekeeping boyfriend anything happened period exams study hard
3847,best friend got boyfriend relationship years finished abruptely
3848,feel disgust hearing seeing people treated inhumanely example torturing chili
3849,opinion guilt feeling goes shame refer situation guilt
3850,angry boyfriend reason know bear angry cant study anymore then
3851,day heard passed high school exam
3852,living rooms lonely quiet neigbourhood night silent frightened me fact house frightened me
3853,different city company father worked moved place difficult new friends than
3854,close friend died read newspaper know thought day
3855,girl hires room house live tries quarrel available disgusts me
3856,teacher spent lot time helping wanting paid it exam got good grade felt ashamed
3857,knew exam soon start studying knew imprtant succeed exam time
3858,Christmas holiday started felt joyful finished exam
3859,raped went dark alley house man pushed bushes fought succeeded escape
3860,angry father money brother use studying brother better me
3861,gradmother died felt sad  feeling started worse while
3862,ate rotten apple
3863,meet appointment made person phoned thought (I told ill) go
3864,exams excited time housekeeping friend everything
3865,boyfriend playing cat playing games telling nice things her
3866,slept time house live now man phoned 200 am wanted me afraid
3867,boyfriend told high demands him opinion wrong
3868,parents place long time went visit high expectations different expected
3869,read story newspaper butchers treating animals badly disgusted me
3870,eating nice restaurant servant asked liked food told liked thing good servant worked hard good
3871,weeks ago thought exam soon remembered sleep felt guilt beginning year planned succeed
3872,high school time succeeded play concert Mozart piano gave performance succeeded play well
3873,car ran me moment felt street thought \This end going die\
3874,cat killed caraccident angry driver car care
3875,boy love much asked dinner me refused know me felt lonely
3876,saw dog eating excrements
3877,Highschool time chairman students comitee function speech large audience nervous sentences forgot text
3878,holiday EastGermany got aquainted boy lived there started writing wrote once felt ashamed probably sparse contacts western Europe
3879,saw good friend seen long time
3880,slipped glazed frost road car ran me
3881,people permission pry belongings things it
3882,noticed parents prosperity people surroundings
3883,Seeing pornographic movie animals used
3884,went time life nudistbeach
3885,caught sneaking sweets
3886,went visit friend hospital undergo operation rupture glad hear operation succeeded relieved pain
3887,appointment good friend came 3 hours later agreed upon hour waiting afraid happened usally time
3888,worked student computerassignment best prepare it expected explain her
3889,quarrel good friend fact pay visit expected come sad real quarrel
3890,hitchhiking man stopped gave lift Nijmegen ride asked fun man fat tatooed
3891,forgot agreed good friend
3892,angry friend shopping agreed this angry proved reason felt guilty it
3893,got positive result examination achieve Bachelor Degree Plychology
3894,12 years old frequently pursued got sound thrashes
3895,girlfriend day went promised 600 pm arrived 1000 pm message (we evening)
3896,girlfriend decided finish relation
3897,drank felt rotten morning after
3898,overslept second time day examination
3899,relationship love girl
3900,girl love smiles me
3901,biking felt bad (problems heart respiration)
3902,discussion resulted insult opinion justified
3903,realized sense start relationship girl constructive establish firm relationship
3904,finish big amounts homework time
3905,gave water plants friend plant fell over little statue broke I course tell everything
3906,broken piece glass refrigerator putting hot pan it
3907,birthday good friends came visit me
3908,went apartment boyfriend saw people door thought happened
3909,father called (behind mothers back) told mother disapproved behavior weekend However tell details left unanswered questions
3910,felt lonely dissatisfied realised feel jealous women boyfriend
3911,scene film man repressed one concidence position reversed man repressed identical way before
3912,succeed making clear people understand say
3913,death girl disliked
3914,felt joyful boyfriend met station said that
3915,startled when night 200 am boy approached yelled \I fuck you\ stopped laughed me
3916,listen asked repeat said happened time person
3917,felt sad heard friend committed suicide
3918,night saw man knocked men victim kicked head
3919,acquaintance parents boyfriend time spoke Limburgian (a dutch dialect) remarks disliked Limburgian dialect
3920,cancelled appointment idle story appeared person looked forward reserved time it
3921,days felt miserable distressed listless crying fits felt happy special reason
3922,testing new roller skates street suddenly dog ran barking direction threatening startled terribly upset
3923,weekend group people everybody felt irritated night music stop time breakfast boyfriend ran away agree him felt angry
3924,Recently felt sad reason lasted days liked period
3925,told story Amnesty International: boy killed head litter girlfriend looked pregnant died disgusting hardly write down
3926,cried 3 hours felt miserable called boyfriend said lovely things me feeling disappeared felt ashamed
3927,Yesterday boyfriend wanted play billiards boys playing (5 times) boyfriend fed chagrined case think fault
3928,boyfriend experience nice nice walk together
3929,weather bad (fog slipperiness) newcast reports traffic accidents boyfriend driving home 60 kilometers go
3930,told stay home night big efforts ok (food) day cancelled appointment church parents
3931,cat vet mercy killing (an injection)
3932,people eating unsavoury (smacking belching speaking food mouth etc)
3933,girl class nicknamed \fatsy\ Later heard suffered diabetes mellitus
3934,appointment pick someone arrived late wait quarter hour
3935,night good conversation friends realized worthy happy friends
3936,morning going dentist
3937,close friend intimate bodily relationship (he girlfriend) started avoid want talk more
3938,good friend intimate relationship clear want continue way choose girlfriend (also friend mine)
3939,love love considered unlikable
3940,short lasting sexual relationship love
3941,realized avoided good friends shared toys sorrows idle stories avoid telling happened me
3942,boyfriend suffered form ill health months week physician told restored health
3943,going weekend bike 5 kilometers lonely dark polders terrifying fantasies
3944,appointment friend drink coffee togehter However time week arrived hour late
3945,dear hamster (called Hannes) died age 2 1/2 years shape forced mercy killing (an injection)
3946,read newspaper report little boy forced look sister raped
3947,appointment complete piece work appeared prepared anything
3948,mother week week completely forgot morning called me thought felt ill
3949,funeral acquaintance felt depressed feeling turned joy heard achieved good grade examination
3950,appointment conversation afraid fail
3951,When cleaned kitchen hours later saw big mess irritated much
3952,night called told father close friend died visited friend home attending funeral felt sad
3953,remember exactly situation know went dirty lavatory disgusted me
3954,coincidence clutched stranger (in intimate way) thinking boyfriend hindsight feel ashamed thinking it
3955,torn inner tube bike mine saw brand new one felt guilty then
3956,found girl love loved too
3957,mother threatened thrushing stairs comment
3958,look fool teacher class turn
3959,mother unjustly angry sent room father explained way saw things correct things best intentions
3960,mother angry little sister told hands table order beat hands up forced means power
3961,friend came dinner home parents ordinary people mother however expensive porcelain dinnerservice silver cutlery felt ashamed
3962,falling love imagined particular girl perfect completely overshadowing girlfriend realized image objective felt guilty girls
3963,week work volunteer biologic garden work garden contact volunteers filled joy gave support failed passing drivers test
3964,friend planned search old documents utensils cellar late night arrived cellar indicated place police (40 years ago) found dead bodies got scared told story
3965,compliment examination moment needed it amicable hearty sincere
3966,went stairs high dark house shadows passed door feeling me knew alone
3967,friend told better familiar terms friend although opinion reason things said hoping search support (that however necessary)
3968,good relationship friends reason clearly showed thought naive dull unable care myself expostulated manage things
3969,people remain cold egoistic regard close friends situations friends need them
3970,state things great positiveness try convince others appears statement right
3971,certain friend evokes positive feelings negative feelings present feel need express negative feelings However speak him think: like this deserve this so
3972,days ago hitchhiked Arnhems friend went well: picked quickly sun shining feeling free and time long time happy feeling living speed
3973,grandmother times struck cerebral hemorrhages recovered time threat loose her
3974,appointment friends together arrived place persons there angry thought gone me That however appear case
3975,finished relationship boyfriend felt unhappy long time
3976,days finished relationship boyfriend quarrel hit me moment found disgusting
3977,taking shower cubicle France discovered children loking adjacent cubicle
3978,know certain person feels lonely looks forward seeing me However busy visit her feel guilty
3979,close relative underwent difficult operation turned fine
3980,tube train paying ticket
3981,classmate urged carry particular protest him time came fellow drew face situation
3982,failed entrance exam IMEC
3983,saw eating live worms
3984,child parents caught pornographic magazine
3985,told got study grant
3986,wore grotesque figure hanging back
3987,studied
3988,father saved severe work accident
3989,child hid sheets fear darkness
3990,saw person begging
3991,basket ball team lost qualification final
3992,rotten meat
3993,person want continously present
3994,failed exam thought pass easily
3995,got know passed university entrance exam thought exams badly
3996,young day street father brother father talking friends saw dog began pat it father told sharply stop dog mange brother told die stop crying this
3997,hitch hiked way town drunk dropped town unknown us needed urinate wall turned belong military headquarters arrested pay fine 500 pts home foot (6 km) late lift
3998,meet girl discotheque pretty happy turn up Thank God friends able good time
3999,classmate stupid like respected him tried talk someone listen bear seeing this
4000,met friend discotheque girl told girlfriend I something commented viscious woman told girl
4001,went pub group friends (not close) girl time girls group wanted me stopped talking girl with
4002,day friends decided Galicia holiday
4003,exam I finally take
4004,home lost pieces puzzle
4005,argument friend
4006,dirty shower days
4007,money pay coffee
4008,argument friend mine
4009,friend told passed entrance exam university
4010,taking exam
4011,family told leave willing accept conditions imposed me
4012,friend called home phoned know wanted told dialled wrong number
4013,change babys clothes time
4014,fell outside door house
4015,younger sister run lorry
4016,brother born
4017,fell rocks acting foolishly playing dangerously
4018,saw children hunting cat death
4019,death friend
4020,saw scene TV castration shown
4021,answered father rudely
4022,brother ran away home thought continously scolding him
4023,saw passed university entrance exam forget problems
4024,got shut school friend jump window cross beam 10 metres high
4025,told boy want friend apparent reason
4026,learnt boy liked girl years
4027,dirty classmate farted presence terrible smell
4028,realized hole trousers gone walk
4029,argument grandfather day younger brother born
4030,saw 16 year old sister home waited night knowing was
4031,waiting marks difficult subject year
4032,argument mother criticized rules imposes home rigid arbitrary me
4033,learned friend speaking boyfriend week argument unfounded jealousy
4034,seeing scene accident magazine
4035,days ask professor ridiculous question lost game cards pay forfeit
4036,shouted mother nervous depressed
4037,days delay girlfriends menstration glad pregnancy test negative
4038,saw TV program North American military plan called \The startwar\
4039,felt angry saw TV slaughter negroes South Africa
4040,saw pictures draught Etiopia
4041,alcoholic
4042,New Years Eve went house girlfriends parents meet them
4043,failed exam knew studied hard enough
4044,day Real Madrid team basket ball qualified final Athens
4045,time face face monstrous dog lives street
4046,trivial (friendly) discussion participants intervention feel uncomfortable
4047,heard regulation socialist govrenment concerning pensions
4048,got know details famine East Africa
4049,time phone Registry called times days
4050,argument brother behaved intransigently cruelly wishing morally hurt \person\ opposed me
4051,passed important exam
4052,important exam caught red handed copying
4053,father addressed directly maliciously including \family war\
4054,parents got divorced
4055,child day playing fell waist mud
4056,dismissed job accused theft
4057,girl love me bed her
4058,passed exam failed year
4059,night
4060,murder
4061,failed subjects year
4062,people sentiments
4063,think shy mix people liked to shyness
4064,triffled people
4065,told week trip friends
4066,time went home school report
4067,argument friends accused taking advantage friends usually come university car saying ask money petrol
4068,learned friends car accident
4069,young man insulting humiliating drunken man
4070,aunt phoned ask refused invitation dinner home New Years Eve
4071,girl night again asked so
4072,saw passed exam chance lot stake
4073,trip Santander wanted stop curve friend sick car skidded gravel
4074,cousins playing home broke decorative object precious me
4075,friends arranged afternoon snack tell me told phone number think true
4076,saw film black rapeing girl filming pornographic movie
4077,swimming sea wave took bikini away
4078,looking child fell paying attention face got bruised
4079,pass exams close friend recovered illnessetc
4080,Fights middle street robberies fear darkness going home
4081,family discussion future prospects student accused bothering looking job assume financial situation
4082,people like all reasons physical appearance
4083,example feel bad ones attire people belong social class wrong answer class surprised particular situations
4084,friends argument earlier phoned influenced argue
4085,met close friend year separation
4086,earthquake minutes floor
4087,argument friends irrational behavior fell reason said blame
4088,classmate died months coma car accident
4089,Pictures Nazi extermination camps TV program
4090,Equivocal situation filling security questionnaire entering government building people there
4091,left boy going giving explanations
4092,sister born
4093,tried rob me
4094,failed exam unfairly
4095,grandmother died
4096,dead dogs road
4097,went doctor clothes examine me
4098,parents quarelled wrong
4099,little sister born
4100,attending authorized demonstrationand police rushed brutally demonstrators warning
4101,professor faculty laughed at suspicious composition written classmate me
4102,death relative friend esteem
4103,saw disagreable scene
4104,represent boss meeting
4105,inadvertantly close friends relatives feel bad
4106,passed exam
4107,threatened knife money
4108,failed exam thought pass
4109,dog died
4110,saw accident man lost head
4111,tripped getting bus
4112,hurt persons feelings
4113,seen brother years Spain arrived airport felt great joy
4114,drug addicts tried away money
4115,saw brother attacked anything
4116,classmate died
4117,person saw accused defend me
4118,inadvertantly found ladies room
4119,broke friend blamed
4120,got driving licence frightened difficulty
4121,walk kms field wild bulls car broken down
4122,saw man hitting child 2 years consideration simply child leaning window
4123,friend driving car ahead died car accident
4124,dissect live mouse school
4125,child recite poem end term
4126,saw program Ethiopia TV fews hours earlier thrown away clothes food
4127,saw mark obtained exam good one
4128,country walked away night Suddenly moved sharply able was
